MaxBHP,MinBHP,AvgBHP,MaxGOR,MinGOR,AvgGOR,MaxWaterCut,MinWaterCut,AvgWaterCut,MaxOilRate,MinOilRate,AvgOilRate,TotalOilProduction,TotalGasProduction,TotalWaterProduction,ActiveTime,NearestWellDistance,X,Y,Permeability,Porosity,h,TopDepth
0.346861719,0.029751646,0.564406178,0.024212586,0.021095774,0.012519045,0.138113151,0.202084627,0.151010402,0.344576915,0.047340254,0.245004629,0.129750031,0.113053361,0.182334632,0.259992957,0.068463013,0.767310889,0.43698359,0.061457305,0.261691164,0.548663174,0.346420213
0.470931998,0.027516835,0.537354063,0.061824551,0.028767696,0.04315035,0.075127699,0.2415964,0.17320057,0.172836774,0.004489116,0.170833287,0.063867429,0.081001142,0.109010744,0.184891706,0.162410771,0.876731417,0.590843077,0.004072068,0.25248053,0.469176948,0.494787234
0.198729833,0.002344698,0.505620852,0.06618803,0.025045078,0.037881391,0.152186565,0.158986216,0.149379428,0.154411955,0.000935335,0.245593588,0.144972003,0.190095583,0.190236384,0.292040852,0.171251862,0.76659776,0.642096923,0.061742804,0.282379768,0.658404597,0.21001773
0.024755508,0.0270391,0.375781367,0.233817165,0.021599497,0.161775562,0.143068402,0.053841139,0.116332148,0.232667711,0.030868489,0.240043368,0.127311773,0.390810068,0.131153925,0.265187533,0.077057225,0.666092444,0.489094359,0.004928564,0.391609581,0.768277844,0.041792553
1,0.06821429,0.913901787,0.00585035,0.016033697,0.001357537,1,0.604605205,1,0.052805049,0.082894776,0.122924388,0.030337381,0.020603651,0.346101601,0.106973059,0.789617276,0.001715011,0.026725128,0.005214063,0.09152405,0.393273618,1
0.634251128,1,0.944284644,0,0.015333354,0,0.025401533,0.245664096,0.121164002,0.048502868,8.41E-10,0.046149401,0.009855631,0.006070799,0.013972924,0.096407818,0.458429925,0.882303014,0.949367179,0.007212553,0.348874359,0.440594896,0.647163121
0.141629261,0.008506124,0.408996687,0.129695489,0.021154049,0.081458276,0.156264531,0.071298685,0.17775617,0.278552387,0.009172353,0.218909851,0.102753592,0.203342101,0.118140745,0.230762458,0.365187538,0.340390252,0.442958974,0.008354548,0.412645932,0.712678722,0.164764184
0.046767933,0.029751646,0.412284931,0.120714955,0.021551472,0.080088199,0.116147011,0.046699695,0.107318303,0.170130018,0.006726549,0.178338205,0.092656026,0.174685963,0.081400319,0.257087515,0.165713927,0.56304305,0.432663077,0.009211044,0.374728384,0.712039885,0.066047872
0.248235428,0.021847643,0.493160311,0.1206774,0.02492345,0.078792333,0.167129896,0.16584826,0.182584747,0.18779494,0.028365203,0.26703907,0.133334303,0.251048882,0.211951864,0.251804895,0.18890985,0.780944568,0.54542359,0.073514772,0.164812973,0.650160554,0.257092199
0.249100096,0.029751646,0.395983189,0.112603108,0.021224718,0.074984307,0.187004208,0.134379156,0.195904767,0.24149008,0.016826866,0.318212291,0.195261512,0.350844132,0.244113607,0.302606093,0.110546704,0.434689592,0.582722051,0.00806905,0.437139941,0.677322968,0.268574468
0.336697134,0.02713967,0.519423947,0.091237301,0.025703071,0.052810503,0.202422735,0.183243087,0.239267686,0.177746882,0.024954869,0.193928476,0.095373548,0.15026505,0.137068833,0.235868991,0.153531499,0.203459553,0.483208718,0.007783551,0.394786847,0.672817306,0.344659574
0.357262122,0.004493772,0.596217393,0.099603924,0.028978451,0.039919752,0.141664309,0.168376722,0.174076153,0.155750028,0.003937321,0.170039379,0.08290276,0.137968801,0.136189188,0.241063568,0.25075037,0.548494991,0.744685641,0.032907436,0.40992907,0.719452425,0.359929078
0.287207802,0.029751646,0.503477507,0.037139368,0.021141194,0.01844397,0.165496676,0.105249934,0.131248686,0.165335033,0.019855531,0.239032564,0.127031004,0.127909467,0.117661279,0.254622293,0.245075052,0.337985081,0.337837436,0.017490506,0.392970429,0.511563292,0.320281915
0.328020644,0.107505397,0.617245229,0.103089725,0.026673736,0.033910916,0.131014025,0.154115955,0.247814534,0.098668792,0.004218039,0.131965163,0.025493786,0.043731654,0.050294302,0.077478429,0.202984823,0.666194164,0.334798974,0.098286637,0.209317491,0.376373162,0.367021277
0.331262469,0.004596121,0.46529491,0.172568958,0.019983053,0.112815624,0.182769334,0.128734894,0.175257517,0.33274024,0.003671259,0.453155716,0.256376708,0.62137842,0.403737853,0.29485825,0.112907783,0.439212276,0.642108718,0.060600809,0.30403824,0.636640189,0.356382979
0.375463505,0.012076548,0.669105182,0.126990977,0.027177594,0.042664761,0.101426404,0.190826354,0.127046199,0.127426531,0.009286793,0.189937904,0.085902138,0.167655952,0.145470317,0.232699419,0.162555929,0.775632191,0.744643077,0.033478433,0.337426834,0.776913977,0.372340426
0.242564945,0.005040351,0.494305403,0.067564726,0.018757092,0.034031414,0.135543055,0.098239183,0.114978113,0.174398354,0.071534551,0.276267073,0.161289067,0.213780306,0.162430239,0.286406057,0.352548286,0.554008619,0.336455897,0.033763932,0.2114746,0.476085854,0.280141844
0.591914954,0.023991369,0.662825996,0.181916577,0.026392176,0.0712963,0.221288503,0.263945036,0.325228752,0.125633593,0.001399757,0.124113307,0.039624811,0.100724873,0.11153428,0.15522099,0.366301275,0.329729405,0.744657436,0.038331911,0.33092056,0.513266858,0.60106383
0.362794366,0.016335688,0.445747039,0.051465442,0.022964528,0.029720659,0.144441645,0.1589038,0.131773939,0.264635743,0.066089763,0.378298741,0.233009786,0.269415902,0.277275794,0.316076774,0.183377814,0.209575841,0.331412308,0.010638538,0.418324281,0.528477269,0.382978723
0.363035606,0.070528655,0.551488602,0.006093008,0.025050552,0.008547516,0.130041276,0.136990847,0.170804379,0.049184925,0.001881894,0.006354207,0.005687569,0.003370605,0.005805058,0.26272231,0.270675425,0.548604366,0.647847692,0.068023775,0.368604872,0.492407251,0.409200355
0.150208171,0.029751646,0.517929937,0.284438876,0.027301723,0.100581466,0.139446226,0.060400385,0.213222591,0.103538218,0.004505056,0.070261726,0.019188999,0.070368044,0.027835054,0.118242648,0.076795844,0.466194164,0.326546154,0.028053958,0.394770962,0.641710326,0.168439716
0.280060066,0.029751646,0.557418404,0.0823697,0.019250622,0.042151082,0.181577032,0.120074466,0.150541178,0.139621142,0.022663891,0.188542402,0.08691251,0.128877827,0.097255954,0.219756999,0.105439221,0.43957431,0.183927179,0.019488997,0.353204163,0.42369444,0.320921986
0.22040615,0.026925113,0.490978303,0.109152672,0.015510103,0.06017243,0.138402795,0.078184098,0.111947187,0.162148058,0.008819699,0.266247361,0.134920297,0.237722999,0.144041546,0.257263603,0.230774782,0.421095288,0.282858462,0.025198971,0.4353875,0.601149231,0.244680851
0.422456414,0.024568859,0.569376855,0.085510309,0.013839495,0.060511617,0.127162821,0.212118005,0.247061898,0.36821245,0.238617182,0.570145056,0.220169237,0.333066719,0.425916,0.184803663,0.266156689,0.166875574,0.720307692,0.065168788,0.368604872,0.492407251,0.409200355
0.500281898,0.409867739,0.775357154,0.02684796,0.031624978,0.021294994,0.029484996,0.22657998,0.09153686,0.124289428,0.005034559,0.110989013,0.049109214,0.04422656,0.065418132,0.219492868,0.364890871,0.439135713,0.077998462,0.013779023,0.211645028,0.484536082,0.524822695
0.379938633,0.029751646,0.584464793,0.39108987,0.505421545,0.57092396,0.201248083,0.432209819,0.374890268,0.091340891,0.045768871,0.101592158,0.018393426,0.088316024,0.049745056,0.08038387,0.14087362,0.658048957,0.283164615,0.01663401,0.254268234,0.323981748,0.411347518
0.25848404,0.029751646,0.510447899,0.040062565,0.019176191,0.029497548,0.12354496,0.150024716,0.106307325,0.287003875,0.081946177,0.568596612,0.277531815,0.287724794,0.314216075,0.238510301,0.113022653,0.632700048,0.727487692,0.034905927,0.587402869,0.469873247,0.29302305
0.406754163,0.024406556,0.579029856,0.115835051,0.017347603,0.050884574,0.111734308,0.18314241,0.147540129,0.220157905,0.015214779,0.26388516,0.117257673,0.214897487,0.174740419,0.220285261,0.115558383,0.20964256,0.283962564,0.03633342,0.313580813,0.492986311,0.430851064
0.418425818,0.009653205,0.614986158,0.156976759,0.023945308,0.069554768,0.102284225,0.198453196,0.174104616,0.313743909,0.021293635,0.275676995,0.098329734,0.222785112,0.172303916,0.173974291,0.230632685,0.224538435,0.234046154,0.041757895,0.480990854,0.50481663,0.441489362
0.429430675,0.002849594,0.603615351,0.047516352,0.018737632,0.024560086,0.085286969,0.205804716,0.117500485,0.374145976,0.116814308,0.647835466,0.336248853,0.374777932,0.464009492,0.265099489,0.061987724,0.859477403,0.711430256,0.131689984,0.67562799,0.373260098,0.45035461
0.204305447,0.029751646,0.459230822,0.061420947,0.01612422,0.036445271,0.128306741,0.06859999,0.105328788,0.440336597,0.063074026,0.603913313,0.306931968,0.386779122,0.277927479,0.251804895,0.321196053,0.4420287,0.240350769,0.03633342,0.455411577,0.496366402,0.241134752
0.393838364,0.019955021,0.60554803,0.057894549,0.014580411,0.034677298,0.11454793,0.204080097,0.173021173,0.472978433,0.203915286,0.760447683,0.288280724,0.352656372,0.442897168,0.187709104,0.246608935,0.600140001,0.817794872,0.033763932,0.368604872,0.492407251,0.409200355
0.397196743,0.107129539,0.723310387,0.050510499,0.015228943,0.02360631,0.02145254,0.174965332,0.076683984,0.429987638,0.200631574,0.921871922,0.315817109,0.361913529,0.405138863,0.166226448,0.097454648,0.911247102,0.804363077,0.070878762,0.211645028,0.492407251,0.409200355
0.409001214,0.028819195,0.552613027,0.249088671,0.016618255,0.234183624,0.151788316,0.215582426,0.299753658,0.416762491,0.106922005,0.429402743,0.129501259,0.418250869,0.28227037,0.147297059,0.114377573,0.083750055,0.51122,0.103711112,0.254268234,0.492407251,0.409200355
0.446027409,0.029751646,0.539418246,0.150551286,0.05222326,0.130476961,0.147157006,0.244063348,0.26054576,0.290707041,0.039983963,0.220321859,0.056229166,0.12394153,0.093627495,0.120619827,0.228227216,0.111066632,0.352152821,0.007783551,0.587402869,0.535237451,0.465780142
0.388007958,0.838351184,0.847213573,0.023540196,0.030490044,0.037508591,0.006266342,0.220092859,0.095596544,0.067319089,0.012610472,0.061572331,0.009582006,0.008258422,0.011687573,0.061630569,0.478248231,1,0.838434359,0.028053958,0.368604872,0.492407251,0.409200355
0.489889627,0.009101268,0.579630884,0.056869152,0.016824809,0.033458464,0.210603056,0.206593173,0.243909419,0.302571692,0.084316549,0.385634414,0.111422285,0.135285007,0.167030795,0.139285085,0.268612704,0.220449972,0.12928,0.007212553,0.211645028,0.351022478,0.523049645
0.311868441,0.029751646,0.534326744,0.07784381,0.016150995,0.063084744,0.083191753,0.138515797,0.14465274,0.295972301,0.161952517,0.397534136,0.125525626,0.179987852,0.161400373,0.152667723,0.121235208,0.437386249,0.12925641,0.024474375,0.254268234,0.422004394,0.343971631
0.413945269,0.024383337,0.629804155,0.070893052,0.01112403,0.092876608,0.023210577,0.176461282,0.118739029,0.285920024,0.154163517,0.37605127,0.081581628,0.111157053,0.118278874,0.099049128,0.234991016,0.548564991,0.136965641,0.032621937,0.587402869,0.298631063,0.457446809
0.558098057,0.029751646,0.745412528,0.064465802,0.010014715,0.058313369,0.056989773,0.262601959,0.153670489,0.192082259,0.150187917,0.277284929,0.063668226,0.076386814,0.110953226,0.099049128,0.265106839,0.657925362,0.170320513,0.032336439,0.313580813,0.521717086,0.579787234
0.467259194,0.024886839,0.562489271,0.102451655,0.014376196,0.097393422,0.138562224,0.238396821,0.237050784,0.384628747,0.04922985,0.52879625,0.162637689,0.27502267,0.290957823,0.149938369,0.187699357,0.657947237,0.231844615,0.033192935,0.480990854,0.599459185,0.475177305
0.303812668,0.029751646,0.605803795,0.533717533,0.779211509,0.782156908,0.148897924,0.442290632,0.351389095,0.076198654,0.033058028,0.047961938,0.007948516,0.049711239,0.020807805,0.069642543,0.151313885,0.432140045,0.153175385,0.004357567,0.67562799,0.455805307,0.333333333
